trip_id,driver_id,rider_id,device_id,pickup_location,dropoff_location,distance_km,fare_amount,payment_method,pickup_time,dropoff_time,fraud_flag,fraud_type
86,7293b450-667a-4933-92f0-2086820a3a46,fbb10c9e-e2e0-4b52-a756-f743d8b6ba69,ffa3405c-8a14-42e1-83b2-aa0f9f877404,"28.586666927224403,77.27666698235717","28.564967556314006,77.26338661590776",2.54,29.01,cash,2025-07-13 00:01:34.055748,2025-07-13 00:31:34.055748,0,legit
87,f64cb94c-0c57-44c3-917a-9dd340a20e35,9b18c351-d3f4-457a-aa92-776f4d2e522a,3900f062-b5fa-413d-a51d-3f82cbd0b917,"28.52560784694816,77.28033632729064","28.588349408018967,77.19753330297681",10.39,122.53,wallet,2025-07-25 07:10:11.087083,2025-07-25 07:56:11.087083,0,legit
88,9a13aba8-46e5-44a7-b2a2-0a2edbe677c8,4ccf772c-7327-41ae-b013-95db0393ef67,3ba3e9c8-26de-44d2-a2f2-e7c433920904,"28.581933851214888,77.28092799407268","28.561959736772742,77.16676529145404",11.59,116.9,wallet,2025-09-01 09:48:37.195967,2025-09-01 10:21:37.195967,0,legit
89,1c2124cc-0130-4775-abcf-d537c3465acd,9b51cb65-f520-4d45-b366-156831604255,e6648237-09d5-41ef-af62-b9aa1da7f795,"28.625161349891616,77.27132790034145","28.6889924669252,77.13033443488865",0.18,554.41,wallet,2025-06-12 20:06:56.637355,2025-06-12 21:04:56.637355,1,device_reuse
90,f93ce62f-f820-45f5-9155-d3c5371075ca,e03500a6-8e81-43e0-9f25-9a40faa336ea,effd5ebc-2f43-40ff-afc9-48e03cbdfe43,"28.62688734034261,77.23238852544945","28.62215872279198,77.16753168159713",6.5,72.07,card,2025-06-30 11:49:21.333830,2025-06-30 12:49:21.333830,0,legit
91,e63bcc20-718b-4a01-873e-36f573ae2ebe,bae13d81-893c-4795-aa8a-6220411f2c8f,f6f36ac2-145f-4a8b-b63c-d81a7ee4a5ed,"28.552825497358818,77.21048454195494","28.549727325494786,77.27477204209377",6.44,60.26,card,2025-07-05 22:50:07.483887,2025-07-05 23:48:07.483887,0,legit
92,809dcf71-202f-4ee6-ab86-b4812574ab05,c469e8d8-8cc9-4582-9440-6a5c95038eb5,2bd0a041-0062-4305-81d7-1d4d2e4f255a,"28.510667464737082,77.2827864294037","28.583975116771168,77.18781103085865",12.0,115.29,cash,2025-07-08 06:12:46.021048,2025-07-08 07:08:46.021048,0,legit
93,4ecf8566-1f53-4ceb-87ff-d533769f4a41,a845853c-ea95-484c-b7da-94900668bd11,42c13fa4-74e1-409f-a93c-78dc17724e1c,"28.61654352840332,77.14817478138198","28.6565657043399,77.17732710190812",4.95,44.62,wallet,2025-08-05 17:25:51.195103,2025-08-05 17:50:51.195103,0,legit
94,6e86c1aa-f3a6-4fea-b7fb-f93a1f2b8a56,5ba42af9-feb8-47eb-8f59-1a64478146ca,e97bb35e-d8df-45fc-9a89-6184fb0ae4cc,"28.56571256198008,77.30631567110552","28.706211863889976,77.30042070177166",14.06,148.32,wallet,2025-06-20 22:19:23.476785,2025-06-20 22:59:23.476785,0,legit
95,acbfc588-1921-40a8-aa3f-b9558241a7c5,a67fcf08-0702-44dc-a03b-0c87f7c157d2,57bf7e35-7110-4458-b358-959bc45210c9,"28.703372172301613,77.22244488550587","28.51094357819719,77.25990285389035",19.6,167.12,wallet,2025-09-07 14:28:31.552906,2025-09-07 14:39:31.552906,0,legit
96,06929d92-c79d-4cb7-85ba-3a7d830995c6,f187c97e-c8da-47d7-8c96-658702c2d795,0d00366c-c41f-4f3a-8c06-73bed602ad62,"28.597624391345068,77.1868953518361","28.604199748787533,77.26880396178869",8.22,96.55,card,2025-08-07 16:12:45.406756,2025-08-07 17:00:45.406756,0,legit
97,d263c3fd-3084-4c2f-920c-8b19c45fc307,3a8252ba-6cee-4df7-955c-d756af08822a,4238e290-7405-47a1-a0d0-508128e41b8b,"28.514811252142454,77.14992327403797","28.696459803544595,77.26837497226316",21.69,258.95,card,2025-07-04 20:20:54.524522,2025-07-04 21:00:54.524522,0,legit
98,6acce1e2-60e0-4717-b704-e574018415e5,7fddc5ba-7ed5-4995-8817-fa400967278d,6a04f9a6-f89a-4eb2-81e3-890f5c26ae63,"28.5604019890993,77.27729515593182","28.545191809758048,77.22151515779423",5.78,68.39,cash,2025-07-30 19:03:04.414031,2025-07-30 19:17:04.414031,0,legit
99,be0dbef2-8a22-486e-b3fe-b45213152a7a,6d22f3a4-4a35-4624-9c58-728314a97b5c,9dd1a590-3e55-4a8c-9deb-1de354d5de81,"28.686215377824745,77.25907960729387","28.52896066760413,77.29796078937702",16.2,154.37,cash,2025-08-11 09:24:38.245758,2025-08-11 10:02:38.245758,0,legit
100,d60bca42-0649-4874-a8dd-553c37a5d3ce,22f0a3f4-5884-4962-be03-a396e8a32abe,shared_device_999,"28.514345334543535,77.28959242279728","28.70890421356552,77.24672866382376",19.92,213.83,card,2025-08-16 16:38:34.866893,2025-08-16 17:21:34.866893,1,device_reuse
101,f663e069-8334-4d69-9f1c-af8199ce9fb6,75c35b02-296d-492c-a2a1-82afc280377b,f8e44918-04eb-4c03-8f83-17a2a4c1dd71,"28.640034811655052,77.29500999638347","28.64911689255923,77.18168794454374",11.37,95.57,wallet,2025-07-28 02:56:42.363761,2025-07-28 03:53:42.363761,0,legit
102,ab451ab1-9cc7-47eb-9b50-78e6ee615f99,511fc200-5e0a-4222-b0c3-bc7ebedc90c0,ac9143de-84ab-422b-b1e6-3befe02a44a0,"28.602373469798017,77.15390482733139","28.518636222933605,77.13672896620527",8.55,96.72,wallet,2025-06-19 10:47:57.493172,2025-06-19 11:42:57.493172,0,legit
103,de5503fe-baa9-4f5d-8025-b94b387fe1bc,c23147c6-37bc-4c9b-bdb9-98cb60f350a1,7879a1fd-3031-4411-be37-ed25ccd31a1b,"28.68173915421141,77.220494811391","28.617663931099003,77.13231244768224",10.9,98.87,card,2025-07-11 12:20:28.892315,2025-07-11 12:42:28.892315,0,legit
104,784acbf3-d33f-4588-85d0-bf8f9f906bab,d639fb9c-0faa-49fe-98e0-ab0f41c1515b,721e9c42-3d5a-4c65-b128-57c6d41ee0e9,"28.63369110688042,77.27172471972418","28.610800296139466,77.28511870667677",2.65,28.82,card,2025-07-19 10:04:40.996014,2025-07-19 10:31:40.996014,0,legit
105,b3430479-21be-4d03-82aa-ad81a1385204,89f6c025-2d75-4fef-ab77-664521b0cc78,233cdac5-83fb-44aa-89a9-945f510179c7,"28.59792262352056,77.20516490625499","28.674549616523453,77.14202027660049",9.93,100.95,card,2025-07-06 15:50:10.321829,2025-07-06 15:56:10.321829,0,legit
106,e50ecfa6-7a34-4f21-bdfe-6e6c9ea20c7f,fab7bbf4-8365-422b-912c-0869d7e2b12a,224be00c-9f23-429b-9339-e6093192f0d5,"28.604356054406043,77.17104139024333","28.70806957308752,77.32463075006596",18.53,204.99,card,2025-07-27 03:17:31.024076,2025-07-27 04:00:31.024076,0,legit
107,1d486abe-bcf4-4468-bb8c-a7a595f35773,0e7c5c8d-7fe1-4584-a133-755831903e9e,013c2192-9d40-43b0-93fc-b679866d254d,"28.682280206690386,77.15582033550729","28.609957866918922,77.25278002069523",12.1,115.93,cash,2025-07-28 05:54:05.216917,2025-07-28 06:07:05.216917,0,legit
108,f9e6de8f-c1ad-4c5e-ab45-e7f48994babd,6365a5b4-4f80-474e-849f-1f3c8d82a97b,6ee7ef6c-ee50-495f-b258-daad79320f83,"28.64882868867298,77.29443478685691","28.579260591297487,77.22493135426384",9.83,85.39,cash,2025-08-06 16:45:49.985029,2025-08-06 17:26:49.985029,0,legit
109,4cce7158-f310-4ea5-8528-9a628bc86285,b549c651-b8c4-41bc-812b-f0ad5d28f8c8,acd59967-87de-4265-aa18-3c8083716803,"28.55942824421791,77.26598367975816","28.516029342842355,77.32656649758833",7.45,84.88,card,2025-08-19 21:01:02.715127,2025-08-19 21:17:02.715127,0,legit
110,b89e6611-c41f-491d-9da2-1e5d211e6664,3b689279-7230-43b9-b558-471a08b41e5f,25affa1c-9912-4e48-a6c9-1ecd51db9630,"28.549279616067214,77.28498066159324","28.68267801169684,77.2253537130467",14.61,137.67,card,2025-08-31 12:07:55.550902,2025-08-31 12:37:55.550902,0,legit
111,fraud_driver_456,fraud_rider_123,7e8a07a0-e311-433d-acc6-bed4c2a5485a,"28.54054285092104,77.27681832965791","28.616227249734877,77.14661820259893",15.06,146.58,cash,2025-07-13 08:23:18.154557,2025-07-13 09:21:18.154557,1,device_reuse
112,c7acb4d2-3f74-403e-873a-5c01caecbd46,6f81adff-6e38-4b65-a554-8c1118e4b519,f89c9c90-5809-467c-83c2-a1f3173ffca5,"28.53419190751515,77.26852068986327","28.61490095982244,77.19565504411594",10.87,122.36,card,2025-06-26 14:37:57.536788,2025-06-26 15:31:57.536788,0,legit
113,db72d79a-acaa-4972-ad2b-d08c8b0bd3e4,e926a6c5-1dbf-4b0f-a39d-7a63fa652c10,1aa9c561-59c8-40d8-883b-879dc7df0cce,"28.70275815459112,77.23750991997096","28.60097294299269,77.30557455651032",12.24,104.75,cash,2025-07-01 05:07:29.551422,2025-07-01 06:04:29.551422,0,legit
114,860c43d4-5616-4be4-b95b-ede8f608215c,a4906444-62aa-4a01-b498-dc7b38fbd5fd,2d165242-ec9a-4a79-bb8d-045035b063a1,"28.616828644210532,77.31451947656223","28.597826486479523,77.13631610739753",17.92,174.74,wallet,2025-07-04 17:54:03.203656,2025-07-04 18:25:03.203656,0,legit
115,5da154dc-beef-4f5d-b827-72133ded1381,e7978daf-46e4-4a95-b5a2-6325a416292b,35a037e9-c98d-441c-892c-deae4c6d80ba,"28.635062070939693,77.1930054663818","28.681866768061017,77.25504873455765",7.77,71.94,wallet,2025-07-23 18:51:44.627876,2025-07-23 19:37:44.627876,0,legit
116,87b05173-718d-4a5f-ae8f-dd773fd9abd6,f7164f6e-a54f-44ee-8dcb-59251193bdc6,af3cfb78-1fa3-4b49-8c2f-444ef8d57407,"28.622492769629343,77.13509364067716","28.60315882974761,77.30181394231425",16.78,134.63,cash,2025-07-25 14:05:27.106034,2025-07-25 14:51:27.106034,0,legit
117,cde72f9a-4920-4257-89da-a34ff26c1913,d48fbd10-ac0c-4a3b-b9c0-0d7fbd149c67,345c9978-a4ba-4e51-9799-ca74b96e29ea,"28.66601047657542,77.1869813307457","28.692445366563444,77.1904649014753",2.67,25.25,cash,2025-07-28 22:51:06.000527,2025-07-28 23:26:06.000527,0,legit
118,34b65a6c-d164-4b1b-a1a7-a41935117609,3ba23805-785c-4293-9a3c-308448f0a021,e6bfbd24-5ce9-48ea-96ef-0d347c004976,"28.6130393928805,77.28819562006285","28.707899888403077,77.31400916570942",9.83,107.53,wallet,2025-06-21 20:47:42.171003,2025-06-21 21:10:42.171003,0,legit
119,f8ad5233-b9e6-4f1c-ad72-acad8ce378b3,c9bfdbc9-2c10-4eae-833e-52cc8c1686ab,bf2d7d3e-e3b7-47c6-9fb8-936f003a3ebb,"28.681282491940394,77.17496709090116","28.569554412744008,77.28801124964552",15.89,181.97,card,2025-06-17 20:34:41.653681,2025-06-17 20:47:41.653681,0,legit
120,f76e41de-253a-4521-aecb-45820da1b3d8,a8f43977-a984-4d2c-a0d8-ab9f67c04e47,3ebf5eb1-3f9f-420b-8e09-78bdbd75a1cd,"28.698100180222625,77.17402144116627","28.52513687709022,77.14934710260744",17.47,165.28,card,2025-07-27 19:20:18.014283,2025-07-27 20:07:18.014283,0,legit
121,f77512cf-d380-467a-ae98-a74a1b499f1f,6b5c0cdd-d7d8-424c-9e13-9bf65c3e9e8a,ac2f1488-e5d6-411a-9df8-b7ed4ce7467b,"28.68368527538954,77.26789692708412","28.671800524365437,77.20594231017223",6.31,62.66,wallet,2025-09-06 08:14:03.309336,2025-09-06 08:27:03.309336,0,legit
122,fraud_driver_456,fraud_rider_123,bcbef38f-05ed-4c8d-ac0d-2825d799ea71,"28.517022254103342,77.28470339585073","28.6023045015043,77.30688222729232",8.81,72.71,cash,2025-07-23 14:26:57.343801,2025-07-23 15:02:57.343801,1,device_reuse
123,0bc70e48-5acc-49eb-9510-e44019d65987,c8ad342b-86ea-45c6-9c12-79f225a3d654,59de40e0-23e8-4541-8cc9-10b1334aeda8,"28.63761756665855,77.25354343432787","28.580239655131365,77.17501633045345",9.73,116.06,card,2025-07-22 17:08:42.463114,2025-07-22 17:51:42.463114,0,legit
124,cfd6c751-15f7-434b-87ca-5c2938723dbf,e5293c03-4816-4b3a-99c5-1e6cb804ef34,877bc1bf-1deb-4798-b255-6aae0bb83313,"28.639318058595737,77.15622648505888","28.55495595154076,77.22699104046066",11.01,112.71,card,2025-07-28 14:54:26.456691,2025-07-28 15:28:26.456691,0,legit
125,64299bc4-bb7f-47fe-bbd5-beb697176a44,59410855-dbe0-417c-b115-e8eb3a43a7b7,1d9bdeec-8424-4acc-9172-e501b92a6b11,"28.661604102526255,77.21100553310339","28.530669569141175,77.13617344310033",15.08,169.36,cash,2025-08-24 07:42:14.948293,2025-08-24 08:34:14.948293,0,legit
126,60953f92-264e-440d-bd93-67dab741866b,b0a69f06-fe3f-43bb-bea3-c4eb5b8aae43,7774845b-8757-469c-acd6-757e88f9d20b,"28.69545602977694,77.22072682946097","28.56902421177372,77.31977206144276",16.06,149.91,wallet,2025-06-13 01:50:55.078890,2025-06-13 02:39:55.078890,0,legit
127,0f61847a-8b40-4cac-8539-f59599ee7148,5a8277d5-6ed6-47ff-a3df-93b9b3cfd593,f8bee447-09a4-43d1-9654-5a716be0ac99,"28.65429342946185,77.29820082135183","28.561377527212333,77.30445977302163",9.31,75.09,cash,2025-07-11 00:09:47.334971,2025-07-11 00:59:47.334971,0,legit
128,d043dc04-a026-49d6-8bae-a56daf2729ce,fa12e217-4a68-474e-8d4b-958c698b708e,8bf54d8b-b8d8-4381-8c6e-5e62be41dc0b,"28.55742184512347,77.24399316287153","28.616367394623754,77.27592530266824",6.7,70.51,wallet,2025-08-21 13:39:01.492995,2025-08-21 14:37:01.492995,0,legit
129,cf2c7f88-4f12-4b07-93d5-9f075b35d4ef,3ce3a453-038e-41dd-b42e-12e9653bc413,3b8860da-649d-4a1a-9d12-32942fd4e654,"28.605236606350758,77.15540362619637","28.695799050275234,77.25695192173244",13.61,131.13,card,2025-07-22 21:55:20.166526,2025-07-22 22:24:20.166526,0,legit
130,df7b4284-fca5-4808-b383-cc390a0878e8,8387107c-3c03-4a7d-b8e4-debcef971102,4e698836-07b5-4d3d-871f-3437bfdde462,"28.690769902228883,77.20761941716545","28.709910836481484,77.14807895235388",6.25,60.39,card,2025-08-08 06:17:09.615074,2025-08-08 06:59:09.615074,0,legit
131,18e951d2-31f9-4b3e-b028-cd8b2bd376c0,2597bb78-841c-471b-a108-32bc7e093277,3ac827cf-ff3c-4e12-a9dc-daeff1f848dd,"28.58522912332265,77.22902680957922","28.60150605718789,77.2936298540115",6.66,55.04,card,2025-09-02 21:17:19.992341,2025-09-02 21:34:19.992341,0,legit
132,e0b92de6-bbac-487b-add1-9d2a4a3a6734,fbcd7152-caa5-4264-a2fd-bcc51b631f3b,9119f563-9f4e-4ad4-8a39-0fcbca5d9142,"28.70932508914213,77.27450698330743","28.632743348296636,77.22443399229579",9.15,75.34,wallet,2025-08-28 12:12:57.995105,2025-08-28 13:04:57.995105,0,legit
133,82accd36-9f0f-4b48-b95a-91b32b946b9d,82233f42-8a2d-429a-9608-2f4f2155d12d,shared_device_999,"28.655197780628196,77.25257465476099","28.61850240244209,77.27914640806378",4.53,37.61,card,2025-08-10 13:25:50.199258,2025-08-10 13:35:50.199258,1,rider_driver_repeat
134,b6fcf9d3-c687-415f-971b-b687edb32dab,7a01239c-c43b-4ce4-b731-fb25f7911bd1,89fca01f-91bc-45f7-b463-b153fdd6eb96,"28.628794632883935,77.13717036632593","28.652049310779038,77.31330029461118",17.77,158.06,wallet,2025-07-17 09:40:11.865211,2025-07-17 10:23:11.865211,0,legit
135,a702f252-3577-4e42-b829-c8fd76e045ad,2bfdfd34-98fc-4357-8230-fae3d3eedf9d,b6179f10-8211-453e-97f8-7dad1bbd274a,"28.640555245425293,77.28347073068576","28.55465657965044,77.21430180926085",11.03,107.4,cash,2025-08-09 01:26:19.757698,2025-08-09 01:38:19.757698,0,legit
136,55b80620-a11c-46a2-a26f-e5ac8469a0ee,a0d3e2d3-7758-4068-9b50-73d00dda2f2c,91a1f37a-09d5-419a-b738-168a532c8fdc,"28.547950963851633,77.24086913496812","28.559018439048014,77.26675983005909",2.82,23.36,wallet,2025-09-03 07:05:18.959935,2025-09-03 07:20:18.959935,0,legit
137,bb460cb3-95a2-4a07-ae9c-ec44e6f35302,d33ef8c1-cc8f-4b5a-a1a9-a8c9208c1c9a,7f7b232c-fc88-4acf-8f73-ce245cc44dd2,"28.59684573599859,77.30180715329747","28.707841115921283,77.23927390882088",12.74,109.94,cash,2025-09-03 17:13:11.272709,2025-09-03 17:49:11.272709,0,legit
138,a5869687-e84e-429f-b8f0-07087a42a8a5,0a5a5a06-1a48-469a-8ae2-07c00b52247a,18807f92-65f5-4c7c-92e3-95fbd8177e87,"28.693385435599097,77.14167939444633","28.515403933699965,77.15184735483889",17.83,158.53,cash,2025-08-18 10:26:51.740679,2025-08-18 11:23:51.740679,0,legit
139,4c2795cc-3d99-4f51-9cc5-c1efede7ca29,46514c3d-96e6-4f6a-99e8-fbd6ee5b4e1b,5809c32b-a900-4f1e-9c82-220467235bba,"28.581984093864307,77.3077912357894","28.621337966454504,77.23075709096835",8.65,71.52,wallet,2025-07-27 12:44:42.205044,2025-07-27 12:56:42.205044,0,legit
140,09fd4012-376e-48b7-acbc-1765c217f472,2dc26cf5-6aca-4ea9-afa6-29416e0b4308,c8bda8f8-6aef-409c-b352-3d99f521d263,"28.69655228107407,77.15515229730134","28.528157905821796,77.21547986239776",17.89,206.33,cash,2025-06-22 20:49:37.314468,2025-06-22 21:32:37.314468,0,legit
141,a3f22bbe-c857-46ab-b506-4584da37ee30,77fd5a11-020e-489f-80a0-96a01b7f2965,a9674c06-8c8f-4ee1-88a6-6d4c19eac600,"28.607800683736848,77.192953830954","28.5284189776076,77.32158104680887",15.12,149.33,cash,2025-07-26 23:47:00.700289,2025-07-27 00:33:00.700289,0,legit
142,d1480c2a-11b4-4255-8623-0c507b07ac4e,1811a18f-3528-462a-aed6-149d63eee787,b66a2b81-da35-486d-9e47-94339456d420,"28.593389683897854,77.21500897220592","28.519815599140166,77.25502981285787",8.38,97.01,card,2025-06-28 12:51:59.650049,2025-06-28 13:29:59.650049,0,legit
143,b7dabc3f-3494-4598-a6d0-d8433409b20a,3b6e7d3c-6bbf-4dce-bbf5-873945b04599,cf2f31d6-1cfa-4f27-a005-666fd51f15f6,"28.612934881898333,77.17490083969058","28.622787467457805,77.3158444247905",14.13,113.85,card,2025-08-22 18:20:22.829925,2025-08-22 19:17:22.829925,0,legit
144,4b45f53f-db17-4833-bd17-00a3e1a49528,8608bd38-fcfe-4b41-a8be-0855d6203bbb,shared_device_999,"28.650343705192142,77.27470292414544","28.532765648383027,77.30257006399866",12.08,131.38,wallet,2025-09-07 06:16:56.839450,2025-09-07 06:42:56.839450,1,short_high_fare
145,df17e7f6-301d-4a50-a299-c740db999483,4a982d41-28f7-4c62-b8a2-78e5a724448f,1a7acaa4-71e9-448b-9882-573f14f299f0,"28.68301121349503,77.18030362783568","28.58650656883851,77.2975911802202",15.19,151.39,card,2025-07-16 05:18:28.400761,2025-07-16 05:57:28.400761,0,legit
146,0e41632f-a423-435e-8fb3-57c763055c1d,d874a368-87ac-46bf-a222-649e69e5289e,84908020-1a32-4041-8243-a2fee2d010aa,"28.567494859967308,77.20129567979593","28.60712543534449,77.30213379430506",10.83,117.77,cash,2025-08-12 03:00:44.195361,2025-08-12 03:22:44.195361,0,legit
147,ff8b1a01-dbb9-4631-8994-d9a0f94db2d4,84be424c-71bb-43dd-b847-b290a5e2ca78,1f8559ae-60b3-463d-908e-c7de6c411f33,"28.632219532657068,77.16922590827146","28.665720064600304,77.24539510145057",8.32,79.56,card,2025-07-18 09:58:55.184071,2025-07-18 10:40:55.184071,0,legit
148,743f6e0b-3a07-41fd-b75e-fe5f0874967e,ba56431e-1be0-4caa-92b4-ac5c22ead58f,1af97afd-f2c3-476b-aef3-a95a37386846,"28.661439477565622,77.23676625288009","28.58833463318327,77.27062613478498",8.06,83.86,card,2025-07-30 12:48:56.549715,2025-07-30 12:55:56.549715,0,legit
149,7b21a78f-7712-4043-8d8f-94324e2b6330,fdd5f088-fcc4-4b27-bed2-1e5e0137be8b,0915f959-b300-4cf1-ae17-1e016cecdc7d,"28.6734247185265,77.25510605600147","28.69819993249726,77.27549382970948",3.21,35.32,card,2025-08-01 21:17:40.019361,2025-08-01 22:14:40.019361,0,legit
150,0dd6f02c-26cc-4752-8530-b8a95acb13a4,20dc7f4f-ffce-4190-9c8f-ae819ca558cc,0a3d358b-93bb-4224-83d1-c76629b8f494,"28.646846647779128,77.26312686557615","28.536445046034952,77.27750739189209",11.13,115.04,cash,2025-09-02 12:25:39.569982,2025-09-02 13:12:39.569982,0,legit
151,54fe16c6-e1e7-423c-8cbd-886c65e753e9,2e98a045-d082-4757-82f9-a24755d252b6,e2318090-c911-4070-8184-022d1a276139,"28.675701150514378,77.31784662786674","28.648321908581764,77.19934049936884",12.16,137.04,cash,2025-08-13 05:10:10.183022,2025-08-13 05:15:10.183022,0,legit
152,ceb0385e-ec6c-45eb-b214-d3725c72fa69,1d5921e5-b9b6-4417-a32d-18cd070c3451,3f89a7d6-4031-457b-8e66-fba28855357b,"28.57344020131959,77.29403333988364","28.549856507085565,77.30091953642925",2.46,20.44,wallet,2025-07-27 04:41:03.953947,2025-07-27 05:27:03.953947,0,legit
153,e841ed63-17ec-4760-8047-57eaf5193450,91d5939a-96f1-43c3-80f6-dd731ec52c12,15483e00-37d9-4383-a368-8595f49f544f,"28.683978633977535,77.25997769046101","28.706632992988922,77.18727483295395",7.62,69.35,cash,2025-08-09 08:01:50.759998,2025-08-09 08:40:50.759998,0,legit
154,3fab0c2d-f8f6-45c5-b7d6-ce75bb59f090,cee8cd26-8a31-402d-b83b-0df09180d421,f6fc8a2e-a68e-4b9e-84de-2de0f5bf36a5,"28.5534720424398,77.29472348318224","28.55744016851545,77.21508553951226",7.97,64.39,wallet,2025-08-15 10:18:50.489819,2025-08-15 11:09:50.489819,0,legit
155,fraud_driver_456,fraud_rider_123,3748feab-c3dc-4998-94e9-3d59a9490699,"28.615336031561178,77.26373533333123","28.603117916257617,77.22905812036302",3.68,38.37,wallet,2025-08-08 08:23:53.866206,2025-08-08 08:36:53.866206,1,rider_driver_repeat
156,87b51493-dd38-46ab-bac7-4010bae7d3ed,aff79433-2508-4769-8938-a27e10dceedb,b607eaa0-0198-46bc-93eb-4f870293ecc0,"28.55204655161528,77.1926254194139","28.632662596631807,77.14777153330344",9.23,90.7,cash,2025-07-08 21:26:32.820754,2025-07-08 22:13:32.820754,0,legit
157,85119b33-9d71-45a5-8c06-889c02388628,4bf1bcd4-c97e-40dc-a74b-4da56ed0ffda,a485a52e-39bd-4c55-94d9-1892b17676bb,"28.661812515987105,77.32873101657854","28.68632814425269,77.28004567160852",5.45,47.73,card,2025-07-13 05:54:44.806684,2025-07-13 06:21:44.806684,0,legit
158,32684eb5-996e-4edf-8ac6-e81e908aa8d7,82b4df93-cd8d-49f3-b05e-f3654140a05c,903a3c87-ae40-4b22-89d5-b37228df5720,"28.510586522176173,77.25338238966026","28.689740551199986,77.27280567074087",18.02,209.37,wallet,2025-07-28 15:00:44.114025,2025-07-28 15:55:44.114025,0,legit
159,f61a9a1c-393b-4977-9426-17fa1e3dbe44,9e960ef0-455b-4329-8684-878854238343,29b14d1e-3188-41d4-a9bf-c1ff7fc7a34a,"28.55821790271572,77.17125081936707","28.68279195507254,77.25757234460909",15.16,128.98,card,2025-08-19 17:49:30.559571,2025-08-19 17:55:30.559571,0,legit
160,a898166d-321b-42cd-9909-60de484afa33,5a9082af-e971-4811-baa6-b180ddce6bbd,39a0e7bb-f1e8-466a-b850-8e33d624fef1,"28.623009064394097,77.14339711940703","28.598668987471104,77.30843028115932",16.68,157.77,wallet,2025-06-18 06:38:45.045542,2025-06-18 07:05:45.045542,0,legit
161,8cb35591-8462-457b-80f5-60617ce5a063,eefa60cf-3168-4082-be7d-24c73891fcf0,7e993419-5ae4-41e9-9bf7-6f8eff2e9c78,"28.692380945161453,77.22990047659952","28.663226454506997,77.22240449350524",3.01,35.71,cash,2025-07-29 09:13:15.682910,2025-07-29 10:06:15.682910,0,legit
162,2360cb8f-d122-478f-9486-e881fe71c63c,b9cd42aa-17eb-4c5e-aa97-9b71a58d5d5e,ebce69f0-eef4-4966-9d00-93e6adf82adc,"28.518040348884725,77.24209275066863","28.58698179091308,77.27636870380488",7.7,85.48,wallet,2025-07-05 07:59:55.112538,2025-07-05 08:21:55.112538,0,legit
163,836cf1a2-b8e4-423f-a8e0-cfd0ff79242b,a830b983-e6c3-45d4-8198-ae5e3489dd39,929bf24d-3c5b-4b6c-a05e-96172a266793,"28.624629209348168,77.32039111538246","28.680733984776314,77.15808835720507",17.17,165.19,wallet,2025-06-27 12:52:56.616369,2025-06-27 12:58:56.616369,0,legit
164,caa59616-0ebc-4910-ae0a-99c6519cbd51,4c494080-6540-410a-a420-3957f4aa61e7,1289d449-9054-4837-82ff-af8b52f0b355,"28.550590030295457,77.18103094544284","28.51385675484178,77.13072512438082",6.23,53.15,card,2025-08-04 03:51:13.940123,2025-08-04 04:41:13.940123,0,legit
165,7027d26b-0955-423b-8f4b-77e41ee38ae2,577bcada-efbe-4a88-a21d-18432bffb366,98be533a-b1ee-4d4a-8522-80ab00bcc2b3,"28.57893146240488,77.25520835988273","28.638745700705055,77.32725360934651",9.36,111.29,wallet,2025-08-26 03:51:27.879441,2025-08-26 04:01:27.879441,0,legit
166,a9bf3422-8fb5-4ac8-a522-ba4eb83683ca,2a63d095-26f4-48c6-9871-1bcb2b641bc1,shared_device_999,"28.571034458059373,77.17173915740597","28.669925725924188,77.20037726583716",10.3,93.37,wallet,2025-07-01 20:24:53.700956,2025-07-01 21:06:53.700956,1,device_reuse
167,7a08cf8d-2405-47d2-ba08-0776dcb3a978,ca4d3f88-c748-43e9-bddf-3cb0920b292c,86144b16-f798-40e7-8d37-48d0b486bb79,"28.672702226244457,77.19666407225904","28.549647911482378,77.18258036934775",12.39,135.28,wallet,2025-07-13 02:34:54.099963,2025-07-13 03:26:54.099963,0,legit
